epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,4753.36,0.95448,0.63119,1.12155,0.85032,0.76389,0.83874,0.53539,1.37694,0.8191,1.62283,0.000482,0.000482,0.000482
117,4793.89,0.93169,0.63964,1.11368,0.80008,0.83376,0.87945,0.55197,1.32345,0.77502,1.5901,0.0004688,0.0004688,0.0004688
118,4834.29,0.93178,0.64077,1.10714,0.92116,0.75,0.86667,0.53596,1.32337,0.78882,1.61454,0.0004556,0.0004556,0.0004556
119,4874.64,0.92008,0.642,1.11202,0.81691,0.81944,0.86588,0.52435,1.34818,0.82853,1.70549,0.0004424,0.0004424,0.0004424
120,4915.05,0.95893,0.64418,1.13863,0.85414,0.83333,0.88796,0.5503,1.3973,0.81877,1.69008,0.0004292,0.0004292,0.0004292
121,4955.6,0.90885,0.6136,1.09978,0.90263,0.7726,0.88816,0.55084,1.36809,0.82123,1.61593,0.000416,0.000416,0.000416
122,4996.4,0.90541,0.62381,1.09773,0.87772,0.75,0.85671,0.56051,1.33501,0.82088,1.60916,0.0004028,0.0004028,0.0004028
123,5036.82,0.8903,0.61873,1.10374,0.9142,0.79167,0.8768,0.56539,1.31772,0.79576,1.58443,0.0003896,0.0003896,0.0003896
124,5077.51,0.95125,0.63127,1.12002,0.92124,0.73611,0.88135,0.55594,1.3469,0.80759,1.59279,0.0003764,0.0003764,0.0003764
125,5118.79,0.92288,0.61031,1.1013,0.86287,0.7866,0.86561,0.53591,1.3874,0.87496,1.57587,0.0003632,0.0003632,0.0003632
126,5159.44,0.91422,0.61246,1.10314,0.857,0.75,0.87404,0.54964,1.38032,0.90921,1.58893,0.00035,0.00035,0.00035
127,5199.77,0.91483,0.60875,1.0978,0.864,0.79167,0.8621,0.53874,1.3962,0.90367,1.6156,0.0003368,0.0003368,0.0003368
128,5240.13,0.89827,0.60954,1.1017,0.83714,0.78536,0.8639,0.56057,1.32468,0.80184,1.57538,0.0003236,0.0003236,0.0003236
129,5280.49,0.89551,0.60678,1.09056,0.95865,0.73611,0.85318,0.54993,1.36611,0.87116,1.62549,0.0003104,0.0003104,0.0003104
130,5321.21,0.88256,0.5929,1.09536,0.81383,0.75,0.84971,0.5536,1.327,0.85032,1.58308,0.0002972,0.0002972,0.0002972
131,5361.58,0.8932,0.61441,1.10435,0.91376,0.77778,0.86271,0.53185,1.36031,0.81958,1.61253,0.000284,0.000284,0.000284
132,5402.03,0.88534,0.60546,1.09279,0.8465,0.69444,0.83187,0.52432,1.30708,0.91447,1.55012,0.0002708,0.0002708,0.0002708
133,5443.12,0.89766,0.609,1.10589,0.84741,0.76389,0.85526,0.53211,1.29013,0.84526,1.5455,0.0002576,0.0002576,0.0002576
134,5483.88,0.88336,0.59406,1.08226,0.89832,0.73625,0.86545,0.55087,1.30905,0.85088,1.5387,0.0002444,0.0002444,0.0002444
135,5524.17,0.87882,0.58156,1.07722,0.8308,0.80556,0.87145,0.56036,1.29987,0.84755,1.53369,0.0002312,0.0002312,0.0002312
136,5564.53,0.8819,0.59414,1.08838,0.80703,0.77778,0.85152,0.54768,1.34368,0.84991,1.58718,0.000218,0.000218,0.000218
137,5604.91,0.8718,0.59951,1.08618,0.82285,0.76389,0.87665,0.56925,1.29713,0.83356,1.54761,0.0002048,0.0002048,0.0002048
138,5646.66,0.8537,0.5754,1.07927,0.87148,0.75347,0.88113,0.55719,1.31253,0.83436,1.5639,0.0001916,0.0001916,0.0001916
139,5687.12,0.84342,0.57962,1.07013,0.84969,0.76389,0.88002,0.55511,1.32397,0.77167,1.60299,0.0001784,0.0001784,0.0001784
140,5727.46,0.86518,0.58799,1.09038,0.87511,0.73611,0.84765,0.5367,1.32678,0.86634,1.57431,0.0001652,0.0001652,0.0001652
141,5769.97,0.80785,0.52125,1.03023,0.8805,0.81871,0.89895,0.54001,1.40353,0.82219,1.68253,0.000152,0.000152,0.000152
142,5810.21,0.78049,0.50445,1.03244,0.89011,0.78759,0.89715,0.55185,1.35941,0.77996,1.6488,0.0001388,0.0001388,0.0001388
143,5850.43,0.73906,0.46346,0.99205,0.90934,0.83333,0.90018,0.55952,1.34217,0.75127,1.6281,0.0001256,0.0001256,0.0001256
144,5890.67,0.73752,0.47689,0.99674,0.82709,0.86371,0.90315,0.55436,1.33772,0.75122,1.62403,0.0001124,0.0001124,0.0001124
145,5931.32,0.7372,0.46463,1.0109,0.80582,0.8646,0.8999,0.56324,1.33162,0.80306,1.60093,9.92e-05,9.92e-05,9.92e-05
146,5971.69,0.72467,0.46082,0.99652,0.83056,0.83333,0.89699,0.55897,1.33119,0.81112,1.63106,8.6e-05,8.6e-05,8.6e-05
147,6011.94,0.72999,0.45505,0.99535,0.77986,0.83648,0.86972,0.54849,1.36812,0.85464,1.64634,7.28e-05,7.28e-05,7.28e-05
148,6052.34,0.71339,0.44798,0.99452,0.9147,0.74472,0.88454,0.55744,1.34489,0.79181,1.6476,5.96e-05,5.96e-05,5.96e-05
149,6092.93,0.70996,0.43995,0.99055,0.89493,0.79167,0.89713,0.56383,1.33339,0.78844,1.63183,4.64e-05,4.64e-05,4.64e-05
150,6134.23,0.70092,0.43204,0.99092,0.90316,0.77723,0.89207,0.55654,1.34039,0.8128,1.637,3.32e-05,3.32e-05,3.32e-05
